,issue_number,title,state,created,closed,labels,user,assignees,closed_by
1561932455,2720,3.7,closed,1675065788,1675091777,"[{'id': 18135606, 'node_id': 'MDU6TGFiZWwxODEzNTYwNg==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/question', 'name': 'question', 'color': 'cc317c', 'default': True, 'description': null}]","{'login': 'ZakariaRahimi', 'id': 72654177, 'node_id': 'MDQ6VXNlcjcyNjU0MTc3', 'avatar_url': 'https://avatars.githubusercontent.com/u/72654177?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ZakariaRahimi', 'html_url': 'https://github.com/ZakariaRahimi', 'followers_url': 'https://api.github.com/users/ZakariaRahimi/followers', 'following_url': 'https://api.github.com/users/ZakariaRahimi/following{/other_user}', 'gists_url': 'https://api.github.com/users/ZakariaRahimi/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ZakariaRahimi/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ZakariaRahimi/subscriptions', 'organizations_url': 'https://api.github.com/users/ZakariaRahimi/orgs', 'repos_url': 'https://api.github.com/users/ZakariaRahimi/repos', 'events_url': 'https://api.github.com/users/ZakariaRahimi/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ZakariaRahimi/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1557146624,2719,Typo on README.md,closed,1674674001,1674674079,[],"{'login': 'elodiemai', 'id': 117292826, 'node_id': 'U_kgDOBv2_Gg', 'avatar_url': 'https://avatars.githubusercontent.com/u/117292826?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/elodiemai', 'html_url': 'https://github.com/elodiemai', 'followers_url': 'https://api.github.com/users/elodiemai/followers', 'following_url': 'https://api.github.com/users/elodiemai/following{/other_user}', 'gists_url': 'https://api.github.com/users/elodiemai/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/elodiemai/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/elodiemai/subscriptions', 'organizations_url': 'https://api.github.com/users/elodiemai/orgs', 'repos_url': 'https://api.github.com/users/elodiemai/repos', 'events_url': 'https://api.github.com/users/elodiemai/events{/privacy}', 'received_events_url': 'https://api.github.com/users/elodiemai/received_events', 'type': 'User', 'site_admin': False}",,elodiemai
1551751664,2716,Consider adding `import/no-empty-named-blocks`,closed,1674294349,1679680720,[],"{'login': 'thernstig', 'id': 30827238, 'node_id': 'MDQ6VXNlcjMwODI3MjM4', 'avatar_url': 'https://avatars.githubusercontent.com/u/30827238?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thernstig', 'html_url': 'https://github.com/thernstig', 'followers_url': 'https://api.github.com/users/thernstig/followers', 'following_url': 'https://api.github.com/users/thernstig/following{/other_user}', 'gists_url': 'https://api.github.com/users/thernstig/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thernstig/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thernstig/subscriptions', 'organizations_url': 'https://api.github.com/users/thernstig/orgs', 'repos_url': 'https://api.github.com/users/thernstig/repos', 'events_url': 'https://api.github.com/users/thernstig/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thernstig/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1551038913,2715,Revisit standing on Iterators and Generators,open,1674228327,,[],"{'login': 'rcampbel', 'id': 1334061, 'node_id': 'MDQ6VXNlcjEzMzQwNjE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1334061?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rcampbel', 'html_url': 'https://github.com/rcampbel', 'followers_url': 'https://api.github.com/users/rcampbel/followers', 'following_url': 'https://api.github.com/users/rcampbel/following{/other_user}', 'gists_url': 'https://api.github.com/users/rcampbel/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rcampbel/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rcampbel/subscriptions', 'organizations_url': 'https://api.github.com/users/rcampbel/orgs', 'repos_url': 'https://api.github.com/users/rcampbel/repos', 'events_url': 'https://api.github.com/users/rcampbel/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rcampbel/received_events', 'type': 'User', 'site_admin': False}",,
1550940190,2714,import/newline-after-import and `considerComments: true`,open,1674224852,,[],"{'login': 'thernstig', 'id': 30827238, 'node_id': 'MDQ6VXNlcjMwODI3MjM4', 'avatar_url': 'https://avatars.githubusercontent.com/u/30827238?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thernstig', 'html_url': 'https://github.com/thernstig', 'followers_url': 'https://api.github.com/users/thernstig/followers', 'following_url': 'https://api.github.com/users/thernstig/following{/other_user}', 'gists_url': 'https://api.github.com/users/thernstig/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thernstig/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thernstig/subscriptions', 'organizations_url': 'https://api.github.com/users/thernstig/orgs', 'repos_url': 'https://api.github.com/users/thernstig/repos', 'events_url': 'https://api.github.com/users/thernstig/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thernstig/received_events', 'type': 'User', 'site_admin': False}",,
1533601854,2713,Project ,closed,1673748260,1673762666,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Anuj4556', 'id': 122015353, 'node_id': 'U_kgDOB0XOeQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/122015353?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Anuj4556', 'html_url': 'https://github.com/Anuj4556', 'followers_url': 'https://api.github.com/users/Anuj4556/followers', 'following_url': 'https://api.github.com/users/Anuj4556/following{/other_user}', 'gists_url': 'https://api.github.com/users/Anuj4556/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Anuj4556/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Anuj4556/subscriptions', 'organizations_url': 'https://api.github.com/users/Anuj4556/orgs', 'repos_url': 'https://api.github.com/users/Anuj4556/repos', 'events_url': 'https://api.github.com/users/Anuj4556/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Anuj4556/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1528407022,2711,"Sentence ""Enforce spacing inside of computed property brackets"" is confusing",closed,1673410935,1673413915,[],"{'login': 'manjuu-eater', 'id': 88940383, 'node_id': 'MDQ6VXNlcjg4OTQwMzgz', 'avatar_url': 'https://avatars.githubusercontent.com/u/88940383?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/manjuu-eater', 'html_url': 'https://github.com/manjuu-eater', 'followers_url': 'https://api.github.com/users/manjuu-eater/followers', 'following_url': 'https://api.github.com/users/manjuu-eater/following{/other_user}', 'gists_url': 'https://api.github.com/users/manjuu-eater/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/manjuu-eater/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/manjuu-eater/subscriptions', 'organizations_url': 'https://api.github.com/users/manjuu-eater/orgs', 'repos_url': 'https://api.github.com/users/manjuu-eater/repos', 'events_url': 'https://api.github.com/users/manjuu-eater/events{/privacy}', 'received_events_url': 'https://api.github.com/users/manjuu-eater/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1527565772,2710,Add Greek translation,closed,1673363505,1673373824,[],"{'login': 'Petrosdevri', 'id': 100411628, 'node_id': 'U_kgDOBfwo7A', 'avatar_url': 'https://avatars.githubusercontent.com/u/100411628?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Petrosdevri', 'html_url': 'https://github.com/Petrosdevri', 'followers_url': 'https://api.github.com/users/Petrosdevri/followers', 'following_url': 'https://api.github.com/users/Petrosdevri/following{/other_user}', 'gists_url': 'https://api.github.com/users/Petrosdevri/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Petrosdevri/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Petrosdevri/subscriptions', 'organizations_url': 'https://api.github.com/users/Petrosdevri/orgs', 'repos_url': 'https://api.github.com/users/Petrosdevri/repos', 'events_url': 'https://api.github.com/users/Petrosdevri/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Petrosdevri/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1525329014,2709,Question: Why allow empty reject on the `prefer-promise-reject-errors` rule?,closed,1673260991,1673958856,"[{'id': 18135606, 'node_id': 'MDU6TGFiZWwxODEzNTYwNg==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/question', 'name': 'question', 'color': 'cc317c', 'default': True, 'description': null}]","{'login': 'yvele', 'id': 4225430, 'node_id': 'MDQ6VXNlcjQyMjU0MzA=', 'avatar_url': 'https://avatars.githubusercontent.com/u/4225430?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/yvele', 'html_url': 'https://github.com/yvele', 'followers_url': 'https://api.github.com/users/yvele/followers', 'following_url': 'https://api.github.com/users/yvele/following{/other_user}', 'gists_url': 'https://api.github.com/users/yvele/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/yvele/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/yvele/subscriptions', 'organizations_url': 'https://api.github.com/users/yvele/orgs', 'repos_url': 'https://api.github.com/users/yvele/repos', 'events_url': 'https://api.github.com/users/yvele/events{/privacy}', 'received_events_url': 'https://api.github.com/users/yvele/received_events', 'type': 'User', 'site_admin': False}",,yvele
1524302417,2708,Documentation for 'no-use-before-define' is missing,closed,1673148764,1685478632,"[{'id': 303239021, 'node_id': 'MDU6TGFiZWwzMDMyMzkwMjE=', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/pull%20request%20wanted', 'name': 'pull request wanted', 'color': 'fbca04', 'default': False, 'description': null}, {'id': 311904405, 'node_id': 'MDU6TGFiZWwzMTE5MDQ0MDU=', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/editorial', 'name': 'editorial', 'color': 'bfe5bf', 'default': False, 'description': null}]","{'login': 'cseas', 'id': 29686866, 'node_id': 'MDQ6VXNlcjI5Njg2ODY2', 'avatar_url': 'https://avatars.githubusercontent.com/u/29686866?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/cseas', 'html_url': 'https://github.com/cseas', 'followers_url': 'https://api.github.com/users/cseas/followers', 'following_url': 'https://api.github.com/users/cseas/following{/other_user}', 'gists_url': 'https://api.github.com/users/cseas/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/cseas/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/cseas/subscriptions', 'organizations_url': 'https://api.github.com/users/cseas/orgs', 'repos_url': 'https://api.github.com/users/cseas/repos', 'events_url': 'https://api.github.com/users/cseas/events{/privacy}', 'received_events_url': 'https://api.github.com/users/cseas/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1523776710,2707,No Promise,closed,1673094134,1673105683,[],"{'login': 'ZakariaRahimi', 'id': 72654177, 'node_id': 'MDQ6VXNlcjcyNjU0MTc3', 'avatar_url': 'https://avatars.githubusercontent.com/u/72654177?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ZakariaRahimi', 'html_url': 'https://github.com/ZakariaRahimi', 'followers_url': 'https://api.github.com/users/ZakariaRahimi/followers', 'following_url': 'https://api.github.com/users/ZakariaRahimi/following{/other_user}', 'gists_url': 'https://api.github.com/users/ZakariaRahimi/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ZakariaRahimi/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ZakariaRahimi/subscriptions', 'organizations_url': 'https://api.github.com/users/ZakariaRahimi/orgs', 'repos_url': 'https://api.github.com/users/ZakariaRahimi/repos', 'events_url': 'https://api.github.com/users/ZakariaRahimi/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ZakariaRahimi/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1516892627,2704,[spam],closed,1672716906,1672718381,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'bashar67', 'id': 103389463, 'node_id': 'U_kgDOBimZFw', 'avatar_url': 'https://avatars.githubusercontent.com/u/103389463?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bashar67', 'html_url': 'https://github.com/bashar67', 'followers_url': 'https://api.github.com/users/bashar67/followers', 'following_url': 'https://api.github.com/users/bashar67/following{/other_user}', 'gists_url': 'https://api.github.com/users/bashar67/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bashar67/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bashar67/subscriptions', 'organizations_url': 'https://api.github.com/users/bashar67/orgs', 'repos_url': 'https://api.github.com/users/bashar67/repos', 'events_url': 'https://api.github.com/users/bashar67/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bashar67/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1514497345,2703,`npm i eslint-config-airbnb-base` results in 4 high severity vulnerabilities,closed,1672404161,1672945177,[],"{'login': 'livinglogic-nl', 'id': 59414067, 'node_id': 'MDQ6VXNlcjU5NDE0MDY3', 'avatar_url': 'https://avatars.githubusercontent.com/u/59414067?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/livinglogic-nl', 'html_url': 'https://github.com/livinglogic-nl', 'followers_url': 'https://api.github.com/users/livinglogic-nl/followers', 'following_url': 'https://api.github.com/users/livinglogic-nl/following{/other_user}', 'gists_url': 'https://api.github.com/users/livinglogic-nl/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/livinglogic-nl/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/livinglogic-nl/subscriptions', 'organizations_url': 'https://api.github.com/users/livinglogic-nl/orgs', 'repos_url': 'https://api.github.com/users/livinglogic-nl/repos', 'events_url': 'https://api.github.com/users/livinglogic-nl/events{/privacy}', 'received_events_url': 'https://api.github.com/users/livinglogic-nl/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1513081351,2701,Remove redundant dependencies,closed,1672254476,1672441010,[],"{'login': 'megahertz', 'id': 1762672, 'node_id': 'MDQ6VXNlcjE3NjI2NzI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1762672?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/megahertz', 'html_url': 'https://github.com/megahertz', 'followers_url': 'https://api.github.com/users/megahertz/followers', 'following_url': 'https://api.github.com/users/megahertz/following{/other_user}', 'gists_url': 'https://api.github.com/users/megahertz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/megahertz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/megahertz/subscriptions', 'organizations_url': 'https://api.github.com/users/megahertz/orgs', 'repos_url': 'https://api.github.com/users/megahertz/repos', 'events_url': 'https://api.github.com/users/megahertz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/megahertz/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1511713273,2700,Unexpected end of JSON input,open,1672140523,,[],"{'login': 'kapilsriram', 'id': 2054924, 'node_id': 'MDQ6VXNlcjIwNTQ5MjQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/2054924?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/kapilsriram', 'html_url': 'https://github.com/kapilsriram', 'followers_url': 'https://api.github.com/users/kapilsriram/followers', 'following_url': 'https://api.github.com/users/kapilsriram/following{/other_user}', 'gists_url': 'https://api.github.com/users/kapilsriram/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/kapilsriram/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/kapilsriram/subscriptions', 'organizations_url': 'https://api.github.com/users/kapilsriram/orgs', 'repos_url': 'https://api.github.com/users/kapilsriram/repos', 'events_url': 'https://api.github.com/users/kapilsriram/events{/privacy}', 'received_events_url': 'https://api.github.com/users/kapilsriram/received_events', 'type': 'User', 'site_admin': False}",,
1511405266,2699,eslint new config spec support,open,1672113006,,[],"{'login': 'varunkumar', 'id': 509433, 'node_id': 'MDQ6VXNlcjUwOTQzMw==', 'avatar_url': 'https://avatars.githubusercontent.com/u/509433?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/varunkumar', 'html_url': 'https://github.com/varunkumar', 'followers_url': 'https://api.github.com/users/varunkumar/followers', 'following_url': 'https://api.github.com/users/varunkumar/following{/other_user}', 'gists_url': 'https://api.github.com/users/varunkumar/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/varunkumar/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/varunkumar/subscriptions', 'organizations_url': 'https://api.github.com/users/varunkumar/orgs', 'repos_url': 'https://api.github.com/users/varunkumar/repos', 'events_url': 'https://api.github.com/users/varunkumar/events{/privacy}', 'received_events_url': 'https://api.github.com/users/varunkumar/received_events', 'type': 'User', 'site_admin': False}",,
1510379099,2698,Feature Suggestion: Need the docs in a website instead of .md files.,closed,1671990041,1672016157,[],"{'login': 'prathamjagga', 'id': 30550632, 'node_id': 'MDQ6VXNlcjMwNTUwNjMy', 'avatar_url': 'https://avatars.githubusercontent.com/u/30550632?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/prathamjagga', 'html_url': 'https://github.com/prathamjagga', 'followers_url': 'https://api.github.com/users/prathamjagga/followers', 'following_url': 'https://api.github.com/users/prathamjagga/following{/other_user}', 'gists_url': 'https://api.github.com/users/prathamjagga/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/prathamjagga/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/prathamjagga/subscriptions', 'organizations_url': 'https://api.github.com/users/prathamjagga/orgs', 'repos_url': 'https://api.github.com/users/prathamjagga/repos', 'events_url': 'https://api.github.com/users/prathamjagga/events{/privacy}', 'received_events_url': 'https://api.github.com/users/prathamjagga/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1510203109,2697,[spam],closed,1671921732,1671922020,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Baddy08', 'id': 114885253, 'node_id': 'U_kgDOBtkChQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/114885253?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Baddy08', 'html_url': 'https://github.com/Baddy08', 'followers_url': 'https://api.github.com/users/Baddy08/followers', 'following_url': 'https://api.github.com/users/Baddy08/following{/other_user}', 'gists_url': 'https://api.github.com/users/Baddy08/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Baddy08/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Baddy08/subscriptions', 'organizations_url': 'https://api.github.com/users/Baddy08/orgs', 'repos_url': 'https://api.github.com/users/Baddy08/repos', 'events_url': 'https://api.github.com/users/Baddy08/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Baddy08/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1505651570,2696,[spam],closed,1671592858,1671595677,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Dem2022R', 'id': 121135927, 'node_id': 'U_kgDOBzhjNw', 'avatar_url': 'https://avatars.githubusercontent.com/u/121135927?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Dem2022R', 'html_url': 'https://github.com/Dem2022R', 'followers_url': 'https://api.github.com/users/Dem2022R/followers', 'following_url': 'https://api.github.com/users/Dem2022R/following{/other_user}', 'gists_url': 'https://api.github.com/users/Dem2022R/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Dem2022R/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Dem2022R/subscriptions', 'organizations_url': 'https://api.github.com/users/Dem2022R/orgs', 'repos_url': 'https://api.github.com/users/Dem2022R/repos', 'events_url': 'https://api.github.com/users/Dem2022R/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Dem2022R/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1505649834,2695,[spam],closed,1671592682,1671595661,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'Dem2022R', 'id': 121135927, 'node_id': 'U_kgDOBzhjNw', 'avatar_url': 'https://avatars.githubusercontent.com/u/121135927?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Dem2022R', 'html_url': 'https://github.com/Dem2022R', 'followers_url': 'https://api.github.com/users/Dem2022R/followers', 'following_url': 'https://api.github.com/users/Dem2022R/following{/other_user}', 'gists_url': 'https://api.github.com/users/Dem2022R/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Dem2022R/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Dem2022R/subscriptions', 'organizations_url': 'https://api.github.com/users/Dem2022R/orgs', 'repos_url': 'https://api.github.com/users/Dem2022R/repos', 'events_url': 'https://api.github.com/users/Dem2022R/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Dem2022R/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1505414798,2694,Typo Ch21.1,closed,1671576939,1671579877,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}, {'id': 311904405, 'node_id': 'MDU6TGFiZWwzMTE5MDQ0MDU=', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/editorial', 'name': 'editorial', 'color': 'bfe5bf', 'default': False, 'description': null}]","{'login': 'raulvillajr95', 'id': 84646523, 'node_id': 'MDQ6VXNlcjg0NjQ2NTIz', 'avatar_url': 'https://avatars.githubusercontent.com/u/84646523?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/raulvillajr95', 'html_url': 'https://github.com/raulvillajr95', 'followers_url': 'https://api.github.com/users/raulvillajr95/followers', 'following_url': 'https://api.github.com/users/raulvillajr95/following{/other_user}', 'gists_url': 'https://api.github.com/users/raulvillajr95/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/raulvillajr95/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/raulvillajr95/subscriptions', 'organizations_url': 'https://api.github.com/users/raulvillajr95/orgs', 'repos_url': 'https://api.github.com/users/raulvillajr95/repos', 'events_url': 'https://api.github.com/users/raulvillajr95/events{/privacy}', 'received_events_url': 'https://api.github.com/users/raulvillajr95/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1493147993,2692,[spam],closed,1670895269,1670896984,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'ofw5rz', 'id': 114323183, 'node_id': 'U_kgDOBtBu7w', 'avatar_url': 'https://avatars.githubusercontent.com/u/114323183?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ofw5rz', 'html_url': 'https://github.com/ofw5rz', 'followers_url': 'https://api.github.com/users/ofw5rz/followers', 'following_url': 'https://api.github.com/users/ofw5rz/following{/other_user}', 'gists_url': 'https://api.github.com/users/ofw5rz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ofw5rz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ofw5rz/subscriptions', 'organizations_url': 'https://api.github.com/users/ofw5rz/orgs', 'repos_url': 'https://api.github.com/users/ofw5rz/repos', 'events_url': 'https://api.github.com/users/ofw5rz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ofw5rz/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1490174373,2691,How can I contribute to this great open-source ?,closed,1670775196,1670780453,"[{'id': 18135606, 'node_id': 'MDU6TGFiZWwxODEzNTYwNg==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/question', 'name': 'question', 'color': 'cc317c', 'default': True, 'description': null}]","{'login': 'ProPhycient5', 'id': 71059909, 'node_id': 'MDQ6VXNlcjcxMDU5OTA5', 'avatar_url': 'https://avatars.githubusercontent.com/u/71059909?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ProPhycient5', 'html_url': 'https://github.com/ProPhycient5', 'followers_url': 'https://api.github.com/users/ProPhycient5/followers', 'following_url': 'https://api.github.com/users/ProPhycient5/following{/other_user}', 'gists_url': 'https://api.github.com/users/ProPhycient5/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ProPhycient5/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ProPhycient5/subscriptions', 'organizations_url': 'https://api.github.com/users/ProPhycient5/orgs', 'repos_url': 'https://api.github.com/users/ProPhycient5/repos', 'events_url': 'https://api.github.com/users/ProPhycient5/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ProPhycient5/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1484056555,2690,"`Configuration for rule ""react/function-component-definition"" is invalid`",closed,1670488811,1671124432,"[{'id': 18135605, 'node_id': 'MDU6TGFiZWwxODEzNTYwNQ==', 'url': 'https://api.github.com/repos/airbnb/javascript/labels/invalid', 'name': 'invalid', 'color': 'e6e6e6', 'default': True, 'description': null}]","{'login': 'TheInfamousGrim', 'id': 89855075, 'node_id': 'MDQ6VXNlcjg5ODU1MDc1', 'avatar_url': 'https://avatars.githubusercontent.com/u/89855075?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/TheInfamousGrim', 'html_url': 'https://github.com/TheInfamousGrim', 'followers_url': 'https://api.github.com/users/TheInfamousGrim/followers', 'following_url': 'https://api.github.com/users/TheInfamousGrim/following{/other_user}', 'gists_url': 'https://api.github.com/users/TheInfamousGrim/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/TheInfamousGrim/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/TheInfamousGrim/subscriptions', 'organizations_url': 'https://api.github.com/users/TheInfamousGrim/orgs', 'repos_url': 'https://api.github.com/users/TheInfamousGrim/repos', 'events_url': 'https://api.github.com/users/TheInfamousGrim/events{/privacy}', 'received_events_url': 'https://api.github.com/users/TheInfamousGrim/received_events', 'type': 'User', 'site_admin': False}",,ljharb
1482939889,2689,`lines-around-directive` rule should replaced with `padding-line-between-statements`,open,1670450163,,[],"{'login': 'mvorisek', 'id': 2228672, 'node_id': 'MDQ6VXNlcjIyMjg2NzI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/2228672?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mvorisek', 'html_url': 'https://github.com/mvorisek', 'followers_url': 'https://api.github.com/users/mvorisek/followers', 'following_url': 'https://api.github.com/users/mvorisek/following{/other_user}', 'gists_url': 'https://api.github.com/users/mvorisek/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mvorisek/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mvorisek/subscriptions', 'organizations_url': 'https://api.github.com/users/mvorisek/orgs', 'repos_url': 'https://api.github.com/users/mvorisek/repos', 'events_url': 'https://api.github.com/users/mvorisek/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mvorisek/received_events', 'type': 'User', 'site_admin': False}",,
