issue_id,issue_number,title,state,created,closed,labels,user,assignees,closed_by
1752823010,3674,How to dynamically creating the Ticks values?,closed,1686578211.0,1686579712.0,[],"{'login': 'rabeeshcharles', 'id': 30102705, 'node_id': 'MDQ6VXNlcjMwMTAyNzA1', 'avatar_url': 'https://avatars.githubusercontent.com/u/30102705?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rabeeshcharles', 'html_url': 'https://github.com/rabeeshcharles', 'followers_url': 'https://api.github.com/users/rabeeshcharles/followers', 'following_url': 'https://api.github.com/users/rabeeshcharles/following{/other_user}', 'gists_url': 'https://api.github.com/users/rabeeshcharles/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rabeeshcharles/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rabeeshcharles/subscriptions', 'organizations_url': 'https://api.github.com/users/rabeeshcharles/orgs', 'repos_url': 'https://api.github.com/users/rabeeshcharles/repos', 'events_url': 'https://api.github.com/users/rabeeshcharles/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rabeeshcharles/received_events', 'type': 'User', 'site_admin': False}",,
1749808548,3663,No way to set individual node alignment ( Vertical )? ,closed,1686303007.0,1686314175.0,[],"{'login': 'yelnyafacee', 'id': 16500322, 'node_id': 'MDQ6VXNlcjE2NTAwMzIy', 'avatar_url': 'https://avatars.githubusercontent.com/u/16500322?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/yelnyafacee', 'html_url': 'https://github.com/yelnyafacee', 'followers_url': 'https://api.github.com/users/yelnyafacee/followers', 'following_url': 'https://api.github.com/users/yelnyafacee/following{/other_user}', 'gists_url': 'https://api.github.com/users/yelnyafacee/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/yelnyafacee/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/yelnyafacee/subscriptions', 'organizations_url': 'https://api.github.com/users/yelnyafacee/orgs', 'repos_url': 'https://api.github.com/users/yelnyafacee/repos', 'events_url': 'https://api.github.com/users/yelnyafacee/events{/privacy}', 'received_events_url': 'https://api.github.com/users/yelnyafacee/received_events', 'type': 'User', 'site_admin': False}",,
1745089754,3657,Complex charting solution required ,closed,1686116935.0,1686123692.0,[],"{'login': 'Meenakshise', 'id': 5516586, 'node_id': 'MDQ6VXNlcjU1MTY1ODY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/5516586?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Meenakshise', 'html_url': 'https://github.com/Meenakshise', 'followers_url': 'https://api.github.com/users/Meenakshise/followers', 'following_url': 'https://api.github.com/users/Meenakshise/following{/other_user}', 'gists_url': 'https://api.github.com/users/Meenakshise/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Meenakshise/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Meenakshise/subscriptions', 'organizations_url': 'https://api.github.com/users/Meenakshise/orgs', 'repos_url': 'https://api.github.com/users/Meenakshise/repos', 'events_url': 'https://api.github.com/users/Meenakshise/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Meenakshise/received_events', 'type': 'User', 'site_admin': False}",,
1728211744,3655,VitePress documentation tracking issue,closed,1685133108.0,1686187849.0,"[{'id': 239985, 'node_id': 'MDU6TGFiZWwyMzk5ODU=', 'url': 'https://api.github.com/repos/d3/d3/labels/documentation', 'name': 'documentation', 'color': '0075ca', 'default': True, 'description': 'Improvements or additions to docs'}]","{'login': 'mbostock', 'id': 230541, 'node_id': 'MDQ6VXNlcjIzMDU0MQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/230541?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mbostock', 'html_url': 'https://github.com/mbostock', 'followers_url': 'https://api.github.com/users/mbostock/followers', 'following_url': 'https://api.github.com/users/mbostock/following{/other_user}', 'gists_url': 'https://api.github.com/users/mbostock/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mbostock/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mbostock/subscriptions', 'organizations_url': 'https://api.github.com/users/mbostock/orgs', 'repos_url': 'https://api.github.com/users/mbostock/repos', 'events_url': 'https://api.github.com/users/mbostock/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mbostock/received_events', 'type': 'User', 'site_admin': False}",,mbostock
1669937584,3649,"Circular dependencies in d3-selection, d3-interpolate, and d3-transition",closed,1681647976.0,1681654117.0,[],"{'login': 'nstuyvesant', 'id': 5770938, 'node_id': 'MDQ6VXNlcjU3NzA5Mzg=', 'avatar_url': 'https://avatars.githubusercontent.com/u/5770938?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/nstuyvesant', 'html_url': 'https://github.com/nstuyvesant', 'followers_url': 'https://api.github.com/users/nstuyvesant/followers', 'following_url': 'https://api.github.com/users/nstuyvesant/following{/other_user}', 'gists_url': 'https://api.github.com/users/nstuyvesant/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/nstuyvesant/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/nstuyvesant/subscriptions', 'organizations_url': 'https://api.github.com/users/nstuyvesant/orgs', 'repos_url': 'https://api.github.com/users/nstuyvesant/repos', 'events_url': 'https://api.github.com/users/nstuyvesant/events{/privacy}', 'received_events_url': 'https://api.github.com/users/nstuyvesant/received_events', 'type': 'User', 'site_admin': False}",,mbostock
1669435967,3648,Latest cdn link returns undefined for tooltip text. Previous cdn return values.,closed,1681569486.0,1681572040.0,[],"{'login': 'AtGbemiga', 'id': 126090141, 'node_id': 'U_kgDOB4P7nQ', 'avatar_url': 'https://avatars.githubusercontent.com/u/126090141?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/AtGbemiga', 'html_url': 'https://github.com/AtGbemiga', 'followers_url': 'https://api.github.com/users/AtGbemiga/followers', 'following_url': 'https://api.github.com/users/AtGbemiga/following{/other_user}', 'gists_url': 'https://api.github.com/users/AtGbemiga/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/AtGbemiga/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/AtGbemiga/subscriptions', 'organizations_url': 'https://api.github.com/users/AtGbemiga/orgs', 'repos_url': 'https://api.github.com/users/AtGbemiga/repos', 'events_url': 'https://api.github.com/users/AtGbemiga/events{/privacy}', 'received_events_url': 'https://api.github.com/users/AtGbemiga/received_events', 'type': 'User', 'site_admin': False}",,mbostock
1659809462,3646,Documentation Issue,closed,1681031810.0,1681032302.0,[],"{'login': 'Sorizz', 'id': 34765805, 'node_id': 'MDQ6VXNlcjM0NzY1ODA1', 'avatar_url': 'https://avatars.githubusercontent.com/u/34765805?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Sorizz', 'html_url': 'https://github.com/Sorizz', 'followers_url': 'https://api.github.com/users/Sorizz/followers', 'following_url': 'https://api.github.com/users/Sorizz/following{/other_user}', 'gists_url': 'https://api.github.com/users/Sorizz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Sorizz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Sorizz/subscriptions', 'organizations_url': 'https://api.github.com/users/Sorizz/orgs', 'repos_url': 'https://api.github.com/users/Sorizz/repos', 'events_url': 'https://api.github.com/users/Sorizz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Sorizz/received_events', 'type': 'User', 'site_admin': False}",,Sorizz
1642727347,3645,Links to the d3 Slack on website and Github do not work,closed,1679947205.0,1685133782.0,[],"{'login': 'traitortots', 'id': 88009118, 'node_id': 'MDQ6VXNlcjg4MDA5MTE4', 'avatar_url': 'https://avatars.githubusercontent.com/u/88009118?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/traitortots', 'html_url': 'https://github.com/traitortots', 'followers_url': 'https://api.github.com/users/traitortots/followers', 'following_url': 'https://api.github.com/users/traitortots/following{/other_user}', 'gists_url': 'https://api.github.com/users/traitortots/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/traitortots/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/traitortots/subscriptions', 'organizations_url': 'https://api.github.com/users/traitortots/orgs', 'repos_url': 'https://api.github.com/users/traitortots/repos', 'events_url': 'https://api.github.com/users/traitortots/events{/privacy}', 'received_events_url': 'https://api.github.com/users/traitortots/received_events', 'type': 'User', 'site_admin': False}",,mbostock
1626326007,3642,Zooming to a certain point instead of mouse position,closed,1678895986.0,1678916543.0,[],"{'login': 'blairmcalpine', 'id': 97198784, 'node_id': 'U_kgDOBcsiwA', 'avatar_url': 'https://avatars.githubusercontent.com/u/97198784?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/blairmcalpine', 'html_url': 'https://github.com/blairmcalpine', 'followers_url': 'https://api.github.com/users/blairmcalpine/followers', 'following_url': 'https://api.github.com/users/blairmcalpine/following{/other_user}', 'gists_url': 'https://api.github.com/users/blairmcalpine/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/blairmcalpine/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/blairmcalpine/subscriptions', 'organizations_url': 'https://api.github.com/users/blairmcalpine/orgs', 'repos_url': 'https://api.github.com/users/blairmcalpine/repos', 'events_url': 'https://api.github.com/users/blairmcalpine/events{/privacy}', 'received_events_url': 'https://api.github.com/users/blairmcalpine/received_events', 'type': 'User', 'site_admin': False}",,
1617333639,3640,"Set hardcoded position (x, y) of the Node",closed,1678366528.0,1678371008.0,[],"{'login': 'dax4y', 'id': 78612937, 'node_id': 'MDQ6VXNlcjc4NjEyOTM3', 'avatar_url': 'https://avatars.githubusercontent.com/u/78612937?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dax4y', 'html_url': 'https://github.com/dax4y', 'followers_url': 'https://api.github.com/users/dax4y/followers', 'following_url': 'https://api.github.com/users/dax4y/following{/other_user}', 'gists_url': 'https://api.github.com/users/dax4y/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dax4y/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dax4y/subscriptions', 'organizations_url': 'https://api.github.com/users/dax4y/orgs', 'repos_url': 'https://api.github.com/users/dax4y/repos', 'events_url': 'https://api.github.com/users/dax4y/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dax4y/received_events', 'type': 'User', 'site_admin': False}",,
